Date,Open,High,Low,Close,Adj Close,Volume
2021-10-12,151.322449,154.332855,150.714066,154.332855,154.332855,37858585
2021-10-13,154.320404,155.956177,146.274414,149.736298,149.736298,18478508
2021-10-14,149.739731,156.885956,149.043106,151.609741,151.609741,14002626
2021-10-15,151.611206,165.580063,148.899063,164.323151,164.323151,39811644
2021-10-16,164.324005,165.173721,159.147415,160.085052,160.085052,14096142
2021-10-17,160.080276,168.574326,157.360855,161.523605,161.523605,21414718
2021-10-18,161.522446,164.327560,157.546860,159.018311,159.018311,24755110
2021-10-19,159.010300,160.956482,155.500549,158.358002,158.358002,19457371
2021-10-20,158.342529,176.716049,157.446548,176.711670,176.711670,51197700
2021-10-21,176.714340,194.472321,176.714340,191.090363,191.090363,89733624
2021-10-22,191.095810,215.313080,191.045059,199.700470,199.700470,97968181
2021-10-23,199.695938,206.945877,195.370270,199.110672,199.110672,51275226
2021-10-24,199.105865,205.512589,188.156677,204.038361,204.038361,48937918
2021-10-25,204.026505,220.308716,200.719131,212.967224,212.967224,64941543
2021-10-26,212.952820,215.547623,199.397491,201.912842,201.912842,38199067
2021-10-27,201.914169,207.079788,183.237671,185.935303,185.935303,93570850
2021-10-28,186.415619,203.071487,184.731995,196.819733,196.819733,54240561
2021-10-29,196.520798,207.053253,196.451874,202.258240,202.258240,26330476
2021-10-30,202.621552,202.624557,190.530502,197.369171,197.369171,23743859
2021-10-31,197.638596,207.394897,187.540543,204.533463,204.533463,50439362
2021-11-01,204.820450,213.731735,200.680573,206.095566,206.095566,60432257
2021-11-02,206.096085,224.236877,203.945480,222.817276,222.817276,36418051
2021-11-03,223.433777,248.401947,218.882431,243.861450,243.861450,95241259
2021-11-04,245.925156,252.850998,238.501160,250.538971,250.538971,80929504
2021-11-05,250.514206,250.562943,234.136902,239.287979,239.287979,39173299
2021-11-06,239.337479,262.908112,238.093170,262.116058,262.116058,50512077
2021-11-07,262.042358,262.093750,249.167816,253.016251,253.016251,25367261
2021-11-08,253.016617,256.580902,244.386887,252.024277,252.024277,39936117
2021-11-09,251.901962,255.862274,241.139923,242.344864,242.344864,27653534
2021-11-10,242.344803,249.645447,228.618881,234.598724,234.598724,58659491
2021-11-11,234.613403,248.977631,233.658920,238.916901,238.916901,37366799
2021-11-12,238.837692,241.430725,225.122284,231.495224,231.495224,53589347
2021-11-13,231.613007,244.402786,228.930405,243.797195,243.797195,30485431
2021-11-14,243.790237,244.661255,234.876923,240.709351,240.709351,19794084
2021-11-15,240.655624,249.075226,239.150192,241.490784,241.490784,26129706
2021-11-16,241.586411,444.776978,221.380524,224.608368,224.608368,71941878
2021-11-17,224.575531,247.053833,214.348907,220.406021,220.406021,62173839
2021-11-18,220.383591,224.964951,195.908020,197.631180,197.631180,69360272
2021-11-19,197.629471,222.045959,194.307587,217.748611,217.748611,68331833
2021-11-20,217.717606,223.960922,210.727509,220.348938,220.348938,30517294
