Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Daily Return %,Daily Return
2017-11-09,0.0039570000953972,0.0053229997865855,0.0038040000945329,0.0050459997728466,6458570,0.0,0.0,,0.2752084031324965
2017-11-10,0.004951000213623,0.0051090000197291,0.0039719999767839,0.004224999807775,3780520,0.0,0.0,,-0.1466371186675296
2017-11-11,0.0041769999079406,0.0044860001653432,0.0039750002324581,0.0043859998695552,2266800,0.0,0.0,5.003590285393232,0.0500359028539323
2017-11-12,0.0043890001252293,0.0044760000891983,0.0036539998836815,0.0037529999390244,2611240,0.0,0.0,,-0.1449077621458651
2017-11-13,0.003792000003159,0.0043130000121891,0.0037100000772625,0.0039760000072419,1851930,0.0,0.0,4.852320778734576,0.0485232077873457
2017-11-14,0.0040139998309314,0.0041880002245306,0.0038320000749081,0.0041629998013377,1872000,0.0,0.0,3.712007391184327,0.0371200739118432
2017-11-15,0.0041979998350143,0.0044280001893639,0.0041430001147091,0.0041430001147091,1603030,0.0,0.0,-1.310141078293127,-0.0131014107829312
2017-11-16,0.0042019998654723,0.0042500002309679,0.0039490000344812,0.0040500001050531,1764510,0.0,0.0,-3.6173194975130247,-0.0361731949751302
2017-11-17,0.0040029999800026,0.0041749998927116,0.0039360001683235,0.0040139998309314,1266640,0.0,0.0,0.2747901819573017,0.002747901819573
2017-11-18,0.0039949999190866,0.0042369998991489,0.0038290000520646,0.0040580001659691,1189160,0.0,0.0,1.5769774257443376,0.0157697742574433
2017-11-19,0.0040859999135136,0.0044909999705851,0.0040759998373687,0.0042670001275837,2776520,0.0,0.0,4.429765489506721,0.0442976548950672
2017-11-20,0.0042929998598992,0.004408000037074,0.0041660000570118,0.0042860000394284,1512960,0.0,0.0,-0.16305196131464,-0.0016305196131464
2017-11-21,0.004321000073105,0.0045340000651776,0.0040970002301037,0.004412000067532,1904990,0.0,0.0,2.105993818269235,0.0210599381826923
2017-11-22,0.0044599999673664,0.0053969998843967,0.0044599999673664,0.0053909998387098,5486060,0.0,0.0,,0.2087443672994351
2017-11-23,0.0054330001585185,0.0055769998580217,0.0049169999547302,0.0052749998867511,3231670,0.0,0.0,-2.908158791780413,-0.0290815879178041
2017-11-24,0.0052649998106062,0.0053070001304149,0.0047369999811053,0.0050519998185336,3104860,0.0,0.0,-4.045584040544823,-0.0404558404054482
2017-11-25,0.0050829998217523,0.0054060001857578,0.0050349999219179,0.0053869998082518,2179380,0.0,0.0,5.9807199913436,0.059807199913436
2017-11-26,0.0054210000671446,0.0056710001081228,0.0051759998314082,0.0055880001746118,2005900,0.0,0.0,3.0806143773977768,0.0308061437739777
2017-11-27,0.0055889999493956,0.006426999811083,0.0055260001681745,0.0063249999657273,3961840,0.0,0.0,,0.1316872469128026
2017-11-28,0.0063749998807907,0.006630000192672,0.0060419999063014,0.0064810002222657,4676120,0.0,0.0,1.6627504856024091,0.016627504856024
2017-11-29,0.0065120002254843,0.006963999941945,0.0051139998249709,0.0054270001128315,5265980,0.0,0.0,,-0.1666154906455195
2017-11-30,0.0055109998211264,0.0061079999431967,0.0050019999034702,0.0054560001008212,2172220,0.0,0.0,-0.9979989491989966,-0.0099799894919899
2017-12-01,0.0054250000976026,0.0060569997876882,0.0052530001848936,0.005921000149101,2151360,0.0,0.0,9.14285792764485,0.0914285792764484
2017-12-02,0.0058760000392794,0.0069570001214742,0.0056119998916983,0.0068009998649358,6697200,0.0,0.0,,0.1574199828919397
2017-12-03,0.0068219997920095,0.0095990002155303,0.0065500000491738,0.0085570001974701,29908000,0.0,0.0,,0.2543243122775784
2017-12-04,0.0085450001060962,0.0123939998447895,0.0083849998190999,0.0109729999676346,64095500,0.0,0.0,,0.2841427538200039
2017-12-05,0.0107659995555877,0.0108519997447729,0.0088459998369216,0.0094619998708367,24005000,0.0,0.0,,-0.1211220266189037
2017-12-06,0.0094010001048445,0.0099099995568394,0.0082909995689988,0.008538999594748,20825500,0.0,0.0,-9.169242638900698,-0.0916924263890069
