Date,Open,High,Low,Close,Adj Close,Volume
2023-01-12,1398.237061,1433.027100,1378.194946,1418.712402,1418.712402,405320
2023-01-13,1418.555908,1463.832520,1404.580566,1451.750366,1451.750366,10319
2023-01-14,1451.830444,1564.545044,1451.192139,1551.876221,1551.876221,616782
2023-01-15,1551.434326,1556.765869,1519.682495,1552.263550,1552.263550,2085865
2023-01-16,1552.454102,1593.374023,1527.714844,1576.382446,1576.382446,3502980
2023-01-17,1576.382446,1593.276855,1552.854126,1567.877197,1567.877197,1521297
2023-01-18,1567.780273,1602.096558,1509.327759,1514.742310,1514.742310,410569
2023-01-19,1514.673706,1557.569824,1514.151001,1552.480591,1552.480591,1330594
2023-01-20,1552.214966,1659.293335,1544.591187,1659.191772,1659.191772,737724
2023-01-21,1659.191772,1672.778564,1627.357788,1627.737061,1627.737061,660680
2023-01-22,1627.665649,1658.563721,1611.419434,1628.883667,1628.883667,234673
2023-01-23,1628.977051,1641.671509,1608.544434,1627.823120,1627.823120,471207
2023-01-24,1627.632324,1640.184570,1552.030029,1555.948608,1555.948608,696082
2023-01-25,1556.009399,1630.924561,1531.401367,1610.708252,1610.708252,1113952
2023-01-26,1610.689209,1624.936035,1584.347534,1603.392578,1603.392578,1414675
2023-01-27,1603.375610,1615.571289,1565.548828,1598.257202,1598.257202,322091
2023-01-28,1598.280518,1604.712891,1565.109253,1571.645996,1571.645996,28615
2023-01-29,1571.645996,1652.124878,1568.453613,1649.276123,1649.276123,411902
2023-01-30,1649.238159,1649.238159,1547.272827,1567.132324,1567.132324,321957
2023-01-31,1567.062744,1597.326538,1563.631958,1586.703735,1586.703735,135802
2023-02-01,1586.666992,1643.552124,1566.898804,1641.693604,1641.693604,432930
2023-02-02,1641.798340,1702.932861,1641.345337,1643.269165,1643.269165,452044
2023-02-03,1643.485107,1670.869751,1634.375610,1665.138550,1665.138550,347829
2023-02-04,1664.998169,1690.227539,1648.394775,1667.124634,1667.124634,757723
2023-02-05,1667.186401,1671.858765,1616.708252,1631.546997,1631.546997,91346
2023-02-06,1631.428711,1653.089233,1611.420532,1616.201172,1616.201172,149172
2023-02-07,1615.941040,1673.367676,1614.850464,1671.623535,1671.623535,399506
2023-02-08,1671.592407,1687.864990,1635.793213,1650.635010,1650.635010,402933
2023-02-09,1650.536743,1653.973999,1538.574829,1547.486938,1547.486938,267154
2023-02-10,1548.444580,1555.807129,1501.984863,1515.096924,1515.096924,1040310
2023-02-11,1515.033447,1541.908569,1508.770142,1540.743286,1540.743286,1223563
2023-02-12,1540.586914,1551.612427,1494.225342,1506.947021,1506.947021,717087
2023-02-13,1507.305176,1524.059692,1462.892700,1507.901855,1507.901855,899778
2023-02-14,1507.809326,1572.627930,1493.641235,1555.256714,1555.256714,603869
2023-02-15,1554.987183,1676.414917,1544.577515,1676.372925,1676.372925,369627
2023-02-16,1676.498169,1733.013184,1635.057007,1636.396118,1636.396118,1922713
2023-02-17,1637.047729,1715.487793,1633.163940,1694.270386,1694.270386,1437020
2023-02-18,1694.619995,1705.360840,1680.397949,1693.004517,1693.004517,2321135
2023-02-19,1692.997925,1724.507080,1675.967529,1682.531128,1682.531128,136905
2023-02-20,1683.164795,1715.104248,1657.523193,1701.838501,1701.838501,956396
2023-02-21,1702.249146,1716.130371,1641.009155,1656.995361,1656.995361,4810710
2023-02-22,1656.897217,1662.799438,1604.079468,1641.435181,1641.435181,751169
2023-02-23,1641.408447,1679.479248,1628.587280,1649.522705,1649.522705,1677922
